path,sentence,age,gender
common_voice_fr_19008192.mp3,Il a pour but de récompenser les meilleurs jeunes artistes.,fifties,female_feminine
common_voice_fr_19008194.mp3,Cinq autres membres furent adjoints pour les calculs.,fifties,female_feminine
common_voice_fr_19167390.mp3,Le fromage tire son nom de son habit de fougère.,fifties,female_feminine
common_voice_fr_19167391.mp3,L'adulte a une ligne latérale verte sous ses ailes avant.,fifties,female_feminine
common_voice_fr_19167392.mp3,Les préhistoriens estiment que les Gadsup habitent leurs terres depuis plusieurs milliers d'années.,fifties,female_feminine
common_voice_fr_19167393.mp3,Doubrovski est parfois considéré comme une œuvre inachevée.,fifties,female_feminine
common_voice_fr_19679170.mp3,Mark Holton reprend quant à lui le rôle d'Ozzie.,fifties,female_feminine
common_voice_fr_19679171.mp3,Il s'agit de la première mission ayant recours au rover lunaire.,fifties,female_feminine
common_voice_fr_19679172.mp3,Il joue actuellement au Luch Moscou.,fifties,female_feminine
common_voice_fr_19679173.mp3,Le départ fut fixé au quatorze octobre.,fifties,female_feminine
common_voice_fr_21404406.mp3,"Toutefois, trois stations sont à faible profondeur et trois autres sont en surface.",fifties,female_feminine
common_voice_fr_21404407.mp3,"Il est de taille inférieure au rameau principal, issu des bourgeons de l'année précédente.",fifties,female_feminine
common_voice_fr_21404408.mp3,"Au total, une trentaine de sous traitants contribuent à la production de l'émission.",fifties,female_feminine
common_voice_fr_21404409.mp3,L’une d’elles se détache-t-elle du lot ?,fifties,female_feminine
common_voice_fr_19704300.mp3,Paganel ne demandait pas mieux.,fifties,female_feminine
common_voice_fr_19704301.mp3,"Durant la phase d’essais, la vitesse de avait déjà été atteinte.",fifties,female_feminine
common_voice_fr_19704302.mp3,Le site constitue l'une des étapes de l'itinéraire touristique Jacques Cœur.,fifties,female_feminine
common_voice_fr_19704303.mp3,De nombreux sports sont également proposés au sein de l'université.,fifties,female_feminine
common_voice_fr_40113777.mp3,"Le trial consiste, en effet, à franchir des obstacles naturels ou artificiels.",fifties,female_feminine
common_voice_fr_40113778.mp3,On eût dit une petite Lune qui réfléchissait la lumière de la grande.,fifties,female_feminine
common_voice_fr_40113781.mp3,Les étriers de frein avant passent à quatre pistons.,fifties,female_feminine
common_voice_fr_40113785.mp3,Le brevet couvre notamment la méthode et les principes de codage utilisés.,fifties,female_feminine
common_voice_fr_19619020.mp3,Ils rapportèrent cette flamme des droits humains jusqu'à l'obélisque au centre de la ville.,fifties,female_feminine
common_voice_fr_19619022.mp3,"À la Révolution française, la rue est touchée par les transformations révolutionnaires.",fifties,female_feminine
common_voice_fr_19619023.mp3,"Les joues sont de couleur feu, de préférence pâle.",fifties,female_feminine
common_voice_fr_19619024.mp3,Une maison de retraite a été construite dans l'enceinte du parc.,fifties,female_feminine
common_voice_fr_39911186.mp3,Plusieurs études de surveillance ont été conduites dans divers milieux environnementaux et sur l’homme.,fifties,female_feminine
common_voice_fr_39911188.mp3,L'épilogue montre sa réhabilitation posthume.,fifties,female_feminine
common_voice_fr_39911189.mp3,"On utilise cette expression comme abréviation, couramment dans le système monétaire.",fifties,female_feminine
common_voice_fr_39911190.mp3,"La commune est située sur la Mortagne, affluent gauche de la Meurthe, à d'altitude.",fifties,female_feminine
common_voice_fr_19606600.mp3,Ceci génère des faux positifs lors d'un test de glycémie trop sensible.,fifties,female_feminine
common_voice_fr_19606603.mp3,"Il a été influencé par Albert Gottschalk, Viggo Johansen et les impressionnistes français.",fifties,female_feminine
common_voice_fr_19606605.mp3,"Beaucoup apprennent continuellement en utilisant des techniques d'intelligence artificielle, y compris l'apprentissage automatique.",fifties,female_feminine
common_voice_fr_19606608.mp3,La commune de Llanes est située au bord de la mer Cantabrique.,fifties,female_feminine
common_voice_fr_19606609.mp3,Les données et précisions manquent et le taux pourrait être sous-estimé.,fifties,female_feminine
common_voice_fr_39510235.mp3,Elle défend également les intérêts moraux et matériels du basket-ball cambodgien.,fifties,female_feminine
common_voice_fr_39510236.mp3,Les élytres sont recouverts de onze stries longitudinales.,fifties,female_feminine
common_voice_fr_39510237.mp3,Ses parents sont des catholiques engagés.,fifties,female_feminine
common_voice_fr_39510238.mp3,"Ie ne sçays, dit-elle, mais vécy nostre iour extresme advenu.",fifties,female_feminine
common_voice_fr_39510239.mp3,Je ne veux pas d’autre femme que vous.,fifties,female_feminine
common_voice_fr_17526227.mp3,Et elle viendra ?,fifties,female_feminine
common_voice_fr_17526228.mp3,Je suis désolée d’apprendre que cela ne fonctionne pas dans votre région.,fifties,female_feminine
common_voice_fr_17526229.mp3,C’est la réalité.,fifties,female_feminine
common_voice_fr_17526230.mp3,Je ne comprends pas quelle logique vous conduit à devoir fixer ce délai impératif.,fifties,female_feminine
common_voice_fr_17526231.mp3,"Je fais plus, je vous l'impose.",fifties,female_feminine
common_voice_fr_19808991.mp3,"Ainsi, le nom d'Oshawa a été adopté.",fifties,female_feminine
common_voice_fr_19808992.mp3,Il est créé par le Quatuor Kolisch.,fifties,female_feminine
common_voice_fr_19808993.mp3,Les tissus environnants sont infiltrés.,fifties,female_feminine
common_voice_fr_19808994.mp3,Gaspar Noé doit travailler sur le thème de la pénétration anale et vaginale.,fifties,female_feminine
common_voice_fr_19808995.mp3,Son intérêt pour la peinture naturaliste va grandissant.,fifties,female_feminine
common_voice_fr_19707463.mp3,Les bâtiments actuels sont des restaurations modernes effectués sous la dynastie Qing.,fifties,female_feminine
common_voice_fr_19707465.mp3,La Seudre et le fossé de Chantegrenouille forment la limite nord de la commune.,fifties,female_feminine
common_voice_fr_19707467.mp3,L'organisation de course a pris cette décision à cause des conditions météorologiques.,fifties,female_feminine
common_voice_fr_19707468.mp3,L'astéroïde est en fait un vaisseau transportant ses voyageurs depuis plusieurs générations.,fifties,female_feminine
common_voice_fr_19707469.mp3,Un piézomètre peut être aussi un manomètre à lecture directe pour les faibles pressions.,fifties,female_feminine
common_voice_fr_20263701.mp3,On la trouve notamment dans les mandarines.,fifties,female_feminine
common_voice_fr_20263703.mp3,Le mur des Fédérés devient dès lors le symbole de l'oppression bourgeoise.,fifties,female_feminine
common_voice_fr_20263705.mp3,Il devient également vice-président de la Fédération française de lawn tennis.,fifties,female_feminine
common_voice_fr_20263707.mp3,"Il passe quelques années en France, puis en Angleterre, puis s'installe à Dresde.",fifties,female_feminine
common_voice_fr_23819902.mp3,Les Pays-Bas ont remporté toutes les éditions.,fifties,male_masculine
common_voice_fr_18648580.mp3,Ça ne vaut rien.,fifties,male_masculine
common_voice_fr_19759723.mp3,"L’âge étant là, je n’ai plus la force de me battre.",fifties,male_masculine
common_voice_fr_22076424.mp3,non,fifties,male_masculine
common_voice_fr_40535707.mp3,Chacun des quinze clubs participant au championnat était confronté deux fois aux quatorze autres.,fifties,male_masculine
common_voice_fr_40535709.mp3,Il expose de temps en temps au Salon de Paris.,fifties,male_masculine
common_voice_fr_19641843.mp3,Les Makololos se séparèrent.,fifties,male_masculine
common_voice_fr_19641845.mp3,Parallèlement renaît sa passion pour son ex-femme...,fifties,male_masculine
common_voice_fr_17304991.mp3,Ce budget est vertueux.,fifties,male_masculine
common_voice_fr_17304992.mp3,L’appliquer au premier euro peut être une bonne solution dans certains cas.,fifties,male_masculine
common_voice_fr_27071572.mp3,"Son partenaire, quant à lui, en est choqué.",fifties,male_masculine
common_voice_fr_19743802.mp3,Le groupe enregistre un album pour Wax Trax!,fifties,male_masculine
common_voice_fr_19743808.mp3,Les espèces de cette famille sont toutes venimeuses.,fifties,male_masculine
common_voice_fr_40452675.mp3,Elle remonta à la fin de l’exercice suivant.,fifties,male_masculine
common_voice_fr_40452676.mp3,"Par ailleurs, entre deux sessions, des commissions d'études par intérim se réunissent.",fifties,male_masculine
common_voice_fr_17329086.mp3,Aucun document écrit n’a été mis à notre disposition.,fifties,male_masculine
common_voice_fr_17329087.mp3,C’est un vrai sujet.,fifties,male_masculine
common_voice_fr_17329088.mp3,Les vôtres ne sortent pas davantage,fifties,male_masculine
common_voice_fr_19131636.mp3,"D'après cette source très endommagée, il succède à Âanati.",fifties,male_masculine
common_voice_fr_19131637.mp3,"Marié deux fois, Sunjong n'a pas de descendance.",fifties,male_masculine
common_voice_fr_19131638.mp3,"Le système autorise une préfabrication poussée et un montage rapide, éventuellement en autoconstruction.",fifties,male_masculine
common_voice_fr_19681164.mp3,Il joue à la place de latéral gauche.,fifties,male_masculine
common_voice_fr_19681230.mp3,"Il est nommé le ministre de l'Éducation, de la Jeunesse et des Sports.",fifties,male_masculine
common_voice_fr_19681232.mp3,Utiliser un explorateur de classes facilite le processus.,fifties,male_masculine
common_voice_fr_17326050.mp3,Ceux qui paieraient moins ne sont pas ceux qui recevraient plus.,fifties,male_masculine
common_voice_fr_17326051.mp3,"Les délicieuses pommes de terre à l’huile au cumin, légèrement citronnée",fifties,male_masculine
common_voice_fr_17326052.mp3,Il y a eu de belles rencontres.,fifties,male_masculine
common_voice_fr_19675179.mp3,Il y réalise une fin de saison brillante.,fifties,male_masculine
common_voice_fr_19675180.mp3,Ses quatre lourdes pattes étaient soutenues par des coussinets situés sous les orteils.,fifties,male_masculine
common_voice_fr_19675181.mp3,"Spécialisée dans le jeu vidéo ludo-éducatif, elle est actuellement une filiale de Riverdeep.",fifties,male_masculine
common_voice_fr_17314510.mp3,La parole est à Madame la présidente de la délégation aux droits des femmes.,fifties,male_masculine
common_voice_fr_17314511.mp3,La parole est à Monsieur Sacha Houlié.,fifties,male_masculine
common_voice_fr_17314512.mp3,Rien que cela,fifties,male_masculine
common_voice_fr_20896065.mp3,Mais son supplice s’aggravait surtout de l’humidité.,fifties,male_masculine
common_voice_fr_20896067.mp3,"Davantage pour les femmes enceintes, les sportifs, les personnes dépressives, etc.",fifties,male_masculine
common_voice_fr_20896068.mp3,Le biathlon a été développé à partir des patrouilles à ski militaires.,fifties,male_masculine
common_voice_fr_19693482.mp3,Elle est impliquée dans certaines maladies myodégénératives et neurodégénératives.,fifties,male_masculine
common_voice_fr_19693483.mp3,Elle transforme le bois pour l'industrie du meuble et de l'agencement.,fifties,male_masculine
common_voice_fr_19693490.mp3,Cette période peut être considérée comme charnière dans l'histoire et l'évolution de la cité.,fifties,male_masculine
common_voice_fr_17350195.mp3,Remplissez-le s'il vous plait.,fifties,male_masculine
common_voice_fr_17350196.mp3,La superficie de l'île est petite.,fifties,male_masculine
common_voice_fr_17350197.mp3,Qu'avez-vous ouvert ?,fifties,male_masculine
common_voice_fr_19748346.mp3,Elle est cuite au feu de bois selon la tradition.,fifties,male_masculine
common_voice_fr_19748347.mp3,Et puis je savais que les NoéNautes existaient.,fifties,male_masculine
common_voice_fr_19748353.mp3,"Cette espèce se rencontre au Panama, en Colombie et au Venezuela.",fifties,male_masculine
common_voice_fr_17897347.mp3,Il est en train d’amener un fichier ?,fifties,male_masculine
common_voice_fr_17897349.mp3,Je m’étais oublié un moment… il est vrai… cet homme éblouit…,fifties,male_masculine
common_voice_fr_17897351.mp3,"Yvonne, qui veut écouter.",fifties,male_masculine
common_voice_fr_20290716.mp3,Des rumeurs font état d'un garde national capturé et scié en deux à Cléguérec.,fifties,male_masculine
common_voice_fr_20290717.mp3,"Eugène est décapité, ou se suicide.",fifties,male_masculine
common_voice_fr_20290718.mp3,"Cependant, on s’approchait de la haute barrière.",fifties,male_masculine
common_voice_fr_22102768.mp3,trois,fifties,male_masculine
common_voice_fr_22102769.mp3,deux,fifties,male_masculine
common_voice_fr_22102770.mp3,sept,fifties,male_masculine
common_voice_fr_22102771.mp3,un,fifties,male_masculine
common_voice_fr_17407705.mp3,Par où es-tu venue ?,fifties,male_masculine
common_voice_fr_17407707.mp3,Ça se pourrait !,fifties,male_masculine
common_voice_fr_17407708.mp3,J'aimerais savoir quand donc tu pourras venir avec nous ?,fifties,male_masculine
common_voice_fr_17407709.mp3,vingt-trois tables.,fifties,male_masculine
common_voice_fr_19751033.mp3,Le peuple Narungga a été fortement victime du système des générations volées.,fifties,male_masculine
common_voice_fr_19751035.mp3,"En principe, n’importe qui peut s’approprier une mélodie.",fifties,male_masculine
common_voice_fr_19751036.mp3,"Morvilliers est traversé par le ruisseaux de Lamblore, de Pipe-Souris et des Souches.",fifties,male_masculine
common_voice_fr_19751037.mp3,"Par son père, il est arrière-petit-fils du politicien carliste navarrais Víctor Pradera.",fifties,male_masculine
common_voice_fr_19530684.mp3,Le chemin se dirige ensuite à la ville de Lac-Brome.,fifties,male_masculine
common_voice_fr_19530685.mp3,Il est membre fondateur de l'Ordre du Dragon.,fifties,male_masculine
common_voice_fr_19530687.mp3,Il maintient également un échange d'idées avec Rabbi Yohanan ben Nouri.,fifties,male_masculine
common_voice_fr_19530692.mp3,Comme cette variable x n'est pas observable directement.,fifties,male_masculine
common_voice_fr_20660355.mp3,"Il est le père de René Rollin, député de la Haute-Marne.",fifties,male_masculine
common_voice_fr_20660357.mp3,"Seulement, je ne conçois pas pourquoi tu donnes des leçons de mathématiques.",fifties,male_masculine
common_voice_fr_20660358.mp3,Ce type d'impression est donc inadapté aux impressions en noir et blanc.,fifties,male_masculine
common_voice_fr_20660359.mp3,La commune est traversée par le canal latéral à la Garonne.,fifties,male_masculine
common_voice_fr_39724176.mp3,Une contrainte variable est imposée à chaque fois.,fifties,male_masculine
common_voice_fr_39724177.mp3,"Le calme revient finalement, et plusieurs émeutiers sont exécutés.",fifties,male_masculine
common_voice_fr_39724178.mp3,Son bureau est installé à Vervins.,fifties,male_masculine
common_voice_fr_39724179.mp3,"Tout au long du roman, Séverin lance un appel au Grec.",fifties,male_masculine
common_voice_fr_25917999.mp3,L'ordre des icônes peut également être modifié par glissé-déposé.,fifties,male_masculine
common_voice_fr_25918000.mp3,Il s'entretient alors avec ses élèves de littérature et d'histoire de l'art.,fifties,male_masculine
common_voice_fr_25918002.mp3,Celle-ci a été restaurée dans son état original et peut être visitée.,fifties,male_masculine
common_voice_fr_25918003.mp3,Ce canton est organisé autour de Rouvroy dans l'arrondissement de Lens.,fifties,male_masculine
common_voice_fr_38312265.mp3,Cette distinction lui ouvre les portes des principales manifestations collectives d’art abstrait.,fifties,male_masculine
common_voice_fr_38312266.mp3,Ce qui explique pourquoi le jeune Balzac aura envie de lui donner une suite.,fifties,male_masculine
common_voice_fr_38312267.mp3,Le couvent se composait de plusieurs bâtiments et d’un jardin.,fifties,male_masculine
common_voice_fr_38312268.mp3,Puis il est revenu à Paris pour poursuivre cet enseignement.,fifties,male_masculine
common_voice_fr_37385549.mp3,"Eh bien, allez donc !",fifties,male_masculine
common_voice_fr_37385551.mp3,Des distributeurs de boissons ou friandises sont présents dans le hall.,fifties,male_masculine
common_voice_fr_37385553.mp3,Il n'apparaît pas non plus sur la feuille de match contre l'Irlande.,fifties,male_masculine
common_voice_fr_37385554.mp3,Gemmel thématise surtout dans son œuvre des compositions architecturales rappelant l'Italie ou la Prusse-Orientale.,fifties,male_masculine
common_voice_fr_19991187.mp3,Travaille avec de nombreuses galeries en France et à l'étranger.,fifties,male_masculine
common_voice_fr_19991188.mp3,"C’était une fourche aux dents de laquelle pendait, saignant, un quartier de charogne.",fifties,male_masculine
common_voice_fr_19991190.mp3,Eugène Burnouf est le cousin germain d'Émile-Louis Burnouf.,fifties,male_masculine
common_voice_fr_19991191.mp3,Il est classé au titre des monuments historiques.,fifties,male_masculine
common_voice_fr_19717471.mp3,Il existe un mode un joueur et un mode multijoueur.,fifties,male_masculine
common_voice_fr_19717472.mp3,John est né une dizaine de minutes avant Edward.,fifties,male_masculine
common_voice_fr_19717473.mp3,Le lavage des pieds a des fonctions importantes depuis l'Antiquité.,fifties,male_masculine
common_voice_fr_19717474.mp3,Cette attribution est cependant contestée par certains historiens de l'art.,fifties,male_masculine
common_voice_fr_19983668.mp3,Ce tableau présente le classement des meilleurs buteurs de l'histoire du Championnat d'Espagne.,fifties,male_masculine
common_voice_fr_19983669.mp3,Le Portugal n'a jamais remporté de médaille en contre-le-montre.,fifties,male_masculine
common_voice_fr_19983671.mp3,"On en peut sourire, mais on ne peut ni le mépriser ni le haïr.",fifties,male_masculine
common_voice_fr_19983672.mp3,Son œuvre ne se compose que de pièces uniques.,fifties,male_masculine
common_voice_fr_19612815.mp3,Les villages les plus importants en taille sont Koumbala village et Nambekaha.,fifties,male_masculine
common_voice_fr_37429008.mp3,Elle est l'une des plus vastes villas gallo-romaines de la Gaule aquitaine.,thirties,female_feminine
common_voice_fr_20231106.mp3,Ce geste coûta cher au chef des Marcomans.,thirties,female_feminine
common_voice_fr_20231110.mp3,"Son chef-lieu est la ville d'Arequipa, qui est également la capitale de la région.",thirties,female_feminine
common_voice_fr_19717880.mp3,"Néanmoins, il refusa l'offre de revenir en Angleterre.",thirties,female_feminine
common_voice_fr_19717886.mp3,Il abrite également un troupeau de daims sauvages.,thirties,female_feminine
common_voice_fr_17553482.mp3,"La parole est toujours à Madame Chantal Berthelot, pour les soutenir.",thirties,female_feminine
common_voice_fr_17553483.mp3,Elle vit Marcelin évanoui.,thirties,female_feminine
common_voice_fr_17553484.mp3,Qui les commandait ? Boishardy.,thirties,female_feminine
common_voice_fr_24639420.mp3,C'est aussi à leur sein que les imams sont choisis.,thirties,female_feminine
common_voice_fr_24639423.mp3,"Après le décès de son second époux, elle retourne vivre à New York.",thirties,female_feminine
common_voice_fr_24639424.mp3,Son existence induit donc une certaine assiduité religieuse.,thirties,female_feminine
common_voice_fr_19766570.mp3,Il y a plusieurs mésententes entre des colons et des propriétaires britanniques.,thirties,female_feminine
common_voice_fr_19766571.mp3,"En architecture, un frontispice désigne un élément d'architecture.",thirties,female_feminine
common_voice_fr_19766572.mp3,"La Prusse royale était devenue protectorat de la couronne polonaise, protectorat formel.",thirties,female_feminine
common_voice_fr_39999161.mp3,"On est con, quand même.",thirties,female_feminine
common_voice_fr_39999162.mp3,Ils arrivent à maturité entre fin mai et fin juillet.,thirties,female_feminine
common_voice_fr_39999164.mp3,Où est la cause de cette conduite de la part de votre altesse?,thirties,female_feminine
common_voice_fr_17324053.mp3,La troisième raison est que cette proposition figure dans mon rapport spécial.,thirties,female_feminine
common_voice_fr_17324054.mp3,On nous annonce une taxe sur l’excédent brut d’exploitation avant qu’elle ne disparaisse.,thirties,female_feminine
common_voice_fr_17324055.mp3,"Ça, c’est du costaud",thirties,female_feminine
common_voice_fr_18152134.mp3,"Si elle aimait Henri d'Anjou, nous l'avons dit, c'est qu'il était Italien.",thirties,female_feminine
common_voice_fr_18152135.mp3,Le souvenir de Claudine me desséchait à petit feu.,thirties,female_feminine
common_voice_fr_18152137.mp3,"Montée Renaud, Sassenay",thirties,female_feminine
common_voice_fr_17367089.mp3,il avait été contusionné en se bagarrant avec d'autres enfants.,thirties,female_feminine
common_voice_fr_17367090.mp3,"C'est possible, vous pensez ?",thirties,female_feminine
common_voice_fr_17367091.mp3,Il était venu sans être invité.,thirties,female_feminine
common_voice_fr_25035483.mp3,"Cette espèce est nommée en référence au lieu de sa découverte, Tena.",thirties,female_feminine
common_voice_fr_25035485.mp3,C'est la fin du système de Bretton Woods.,thirties,female_feminine
common_voice_fr_25035486.mp3,Ce sont les seules montagnes russes en bois du parc.,thirties,female_feminine
common_voice_fr_25035487.mp3,Un tournoi comptant pour la coupe du monde s'y déroule chaque année.,thirties,female_feminine
common_voice_fr_20284282.mp3,Il participe ensuite aux combats pour la Libération de la France.,thirties,female_feminine
common_voice_fr_20284283.mp3,Il est ensuite resté à l'Université en tant que professeur honoraire.,thirties,female_feminine
common_voice_fr_20284284.mp3,"Le premier acte se passe à Saint-Pétersbourg, les trois autres à Paris.",thirties,female_feminine
common_voice_fr_20284292.mp3,Ses yeux parcoururent avidement cette portion de mer.,thirties,female_feminine
common_voice_fr_19193509.mp3,"Le doyen du chapitre, bienfaiteur, confère de plein droit à la cure de Saint-Vaast.",thirties,female_feminine
common_voice_fr_19193510.mp3,L'ensemble a alors une forme de fer à cheval.,thirties,female_feminine
common_voice_fr_19193512.mp3,Mais un jour leur fille Emilie les trouve dans les bras l'un de l'autre.,thirties,female_feminine
common_voice_fr_19193521.mp3,Ces dômes sont souvent associés aux gisements conventionnels d'hydrocarbures.,thirties,female_feminine
common_voice_fr_39821274.mp3,Ce marbré va très vite devenir le produit phare de la marque.,thirties,female_feminine
common_voice_fr_39821275.mp3,J’ai dit que le cratère sous-marin rejetait des laves,thirties,female_feminine
common_voice_fr_39821277.mp3,Il prévient l'Homme-Sirène.,thirties,female_feminine
common_voice_fr_39821278.mp3,Elle défend également les intérêts moraux et matériels du basket-ball nigérien.,thirties,female_feminine
common_voice_fr_19646428.mp3,Le premier épisode supplémentaire est sorti le sur le site officiel.,thirties,female_feminine
common_voice_fr_19646429.mp3,Son apparence y est différente de celle qu'il prendra dans sa propre série.,thirties,female_feminine
common_voice_fr_19646431.mp3,La seconde partie du nom s'explique par la proximité de la ville de Terrasson.,thirties,female_feminine
common_voice_fr_19646433.mp3,"Elle est la fille d'immigrants espagnols, David González et Basilia Carrillo Sánchez.",thirties,female_feminine
common_voice_fr_36307206.mp3,Ericsson et Scania sont implantées dans la ville.,thirties,female_feminine
common_voice_fr_36307207.mp3,"En conséquence, la chaine reprend son activité, mais avec des positions politiques plus modérées.",thirties,female_feminine
common_voice_fr_20023762.mp3,Pendant plusieurs mois le front reste globalement stable et les combats sont peu intenses.,thirties,female_feminine
common_voice_fr_20023763.mp3,"Citoyen, soyez le bienvenu.",thirties,female_feminine
common_voice_fr_20023765.mp3,Cette espèce est nommée en référence à l'Omiltemi State Ecological Park.,thirties,female_feminine
common_voice_fr_20023766.mp3,Helena Resano commence sa carrière à la chaîne de radio Cadena Ser.,thirties,female_feminine
common_voice_fr_23216183.mp3,Boyle se battit avec les Parlementaires jusqu'à l'exécution du roi Charles.,thirties,female_feminine
common_voice_fr_23216184.mp3,"Les étoiles symbolisent les îles principales : Tongatapu, Vava'u et Ha'apai.",thirties,female_feminine
common_voice_fr_23216185.mp3,Johnny Vaughan co-présente avec elle.,thirties,female_feminine
common_voice_fr_23216186.mp3,Son visage est dressé et de profil.,thirties,female_feminine
common_voice_fr_21413334.mp3,Douze équipes nationales ou régionales de dix coureurs prennent le départ de Nantes.,thirties,female_feminine
common_voice_fr_21413335.mp3,"Le procédé de projection, Le Praxinoscope-théâtre a été inventé par Emile Reynaud lui-même.",thirties,female_feminine
common_voice_fr_21413336.mp3,"En retour, il reçoit une commission de l’exportateur basée sur la valeur de l’expédition.",thirties,female_feminine
common_voice_fr_21413338.mp3,Il a été conseiller municipal de Rennes et conseiller régional de Bretagne.,thirties,female_feminine
common_voice_fr_32088492.mp3,Le baptême a eu lieu dans la chapelle privée au Château de Windsor.,thirties,female_feminine
common_voice_fr_32088493.mp3,Elle porte le nom de la région Nouvelle-Angleterre.,thirties,female_feminine
common_voice_fr_32088494.mp3,Une force de l'Union vainc des éléments de l'armée des États confédérés.,thirties,female_feminine
common_voice_fr_32088495.mp3,Canonical a recruté des développeurs de Compiz.,thirties,female_feminine
common_voice_fr_32088496.mp3,Il a grandi en Oklahoma avant de s'installer à New York.,thirties,female_feminine
common_voice_fr_17966791.mp3,"Qu'est-ce à dire ? J'y coucherai ce soir pour la dernière fois, ajouta Espérance.",thirties,female_feminine
common_voice_fr_17966792.mp3,"Deuxième et troisième actes, à Paris.",thirties,female_feminine
common_voice_fr_17966793.mp3,Je comprends le sentiment éminemment humaniste qui vous a conduit à rédiger ces amendements.,thirties,female_feminine
common_voice_fr_17966794.mp3,"dix-huit boulevard de la Base Nautique, cinquante-six, trois cent quarante, Carnac",thirties,female_feminine
common_voice_fr_17966795.mp3,Le fond ouvre sur un jardin.,thirties,female_feminine
